id,empresa_sigla,empresa_nome,ano,mes,sigla_aeroporto_origem,nome_aeroporto_origem,uf_aeroporto_origem,regiao_aeroporto_origem,sigla_aeroporto_destino,nome_aeroporto_destino,uf_aeroporto_destino,regiao_aeroporto_destino,natureza,grupo_voo,passageiros_pagos,distancia_km,assentos_total
3174,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,7504,56502,8860
3175,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,23820,74675,29306
3176,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFL,FLORIANÓPOLIS,SC,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,15143,52216,17074
3177,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,6417,53392,8888
3178,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,13740,145512,15654
3179,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,5014,55740,5464
3180,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,6149,112330,9326
3181,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,4816,65310,5244
3182,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,34216,506952,39576
3183,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBMO,RIO LARGO,AL,NORDESTE,DOMÉSTICA,REGULAR,3248,15532,4600
3184,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBMQ,MACAPÁ,AP,NORTE,DOMÉSTICA,REGULAR,152,0,0
3185,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBPV,PORTO VELHO,RO,NORTE,DOMÉSTICA,REGULAR,235,0,0
3186,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,4840,18810,6504
3187,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,DOMÉSTICA,REGULAR,3692,8715,4370
3188,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBSL,SÃO LUÍS,MA,NORDESTE,DOMÉSTICA,REGULAR,4106,19410,5168
3189,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,8549,140007,10174
3190,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,4723,30480,6504
3191,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBFZ,FORTALEZA,CE,NORDESTE,SBTE,TERESINA,PI,NORDESTE,DOMÉSTICA,REGULAR,4063,14910,4854
3192,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4481,27420,5816
3193,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,4764,65310,5244
3194,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,25021,50550,29076
3195,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGL,RIO DE JANEIRO,RJ,SUDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,5208,53911,6006
3196,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,5180,6031,6770
3197,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,15343,79282,18312
3198,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGO,GOIÂNIA,GO,CENTRO-OESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,16074,99462,19658
3199,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBAR,ARACAJU,SE,NORDESTE,DOMÉSTICA,REGULAR,10584,102300,12144
3200,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,12772,211646,15289
3201,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,27558,163305,35232
3202,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBBV,BOA VISTA,RR,NORTE,DOMÉSTICA,REGULAR,131,3303,158
3203,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,24990,83328,33006
3204,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,DOMÉSTICA,REGULAR,12865,80723,15372
3205,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBCH,CHAPECÓ,SC,SUL,DOMÉSTICA,REGULAR,2910,15666,3582
3206,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBCN,CALDAS NOVAS,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,1108,5384,1416
3207,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,24404,59235,31914
3208,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,13574,119700,17160
3209,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,25336,431520,32148
3210,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBFI,FOZ DO IGUAÇU,PR,SUL,DOMÉSTICA,REGULAR,19976,91260,22702
3211,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,25529,74675,29394
3212,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,33517,504605,39538
3213,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,23735,52235,29990
3214,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBGO,GOIÂNIA,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,14625,78473,18244
3215,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBIL,ILHÉUS,BA,NORDESTE,DOMÉSTICA,REGULAR,6752,65508,7420
3216,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBIZ,IMPERATRIZ,MA,NORDESTE,DOMÉSTICA,REGULAR,4238,87736,7498
3217,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBJP,SANTA RITA,PB,NORDESTE,DOMÉSTICA,REGULAR,12596,159870,14352
3218,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,DOMÉSTICA,REGULAR,2797,39200,3496
3219,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBJV,JOINVILLE,SC,SUL,DOMÉSTICA,REGULAR,2515,7002,3024
3220,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBLO,LONDRINA,PR,SUL,DOMÉSTICA,REGULAR,7595,24276,8676
3221,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBMG,MARINGÁ,PR,SUL,DOMÉSTICA,REGULAR,4437,16950,5148
3222,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBMO,RIO LARGO,AL,NORDESTE,DOMÉSTICA,REGULAR,23071,255360,25620
3223,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBNF,NAVEGANTES,SC,SUL,DOMÉSTICA,REGULAR,13661,39690,15516
3224,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,39340,200046,44702
3225,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBPJ,PALMAS,TO,NORTE,DOMÉSTICA,REGULAR,5689,63425,7334
3226,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBPL,PETROLINA,PE,NORDESTE,DOMÉSTICA,REGULAR,1943,23604,2422
3227,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBPS,PORTO SEGURO,BA,NORDESTE,DOMÉSTICA,REGULAR,17461,101928,19822
3228,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBPV,PORTO VELHO,RO,NORTE,DOMÉSTICA,REGULAR,5523,111330,7194
3229,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBRB,RIO BRANCO,AC,NORTE,DOMÉSTICA,REGULAR,5957,120076,7618
3230,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,27660,323554,30731
3231,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,21081,60711,24870
3232,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBRP,RIBEIRÃO PRETO,SP,SUDESTE,DOMÉSTICA,REGULAR,2971,6358,3800
3233,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,DOMÉSTICA,REGULAR,22598,289296,25096
3234,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBSL,SÃO LUÍS,MA,NORDESTE,DOMÉSTICA,REGULAR,10188,160839,12926
3235,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBSR,SÃO JOSÉ DO RIO PRETO,SP,SUDESTE,DOMÉSTICA,REGULAR,7217,21840,8960
3236,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,34111,310728,41086
3237,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBTC,UNA,BA,NORDESTE,DOMÉSTICA,REGULAR,105,1192,140
3238,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBTE,TERESINA,PI,NORDESTE,DOMÉSTICA,REGULAR,6106,91520,7258
3239,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBUL,UBERLÂNDIA,MG,SUDESTE,DOMÉSTICA,REGULAR,5689,20444,6568
3240,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBVT,VITÓRIA,ES,SUDESTE,DOMÉSTICA,REGULAR,16431,85410,19320
3241,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBIL,ILHÉUS,BA,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,6892,70452,7980
3242,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBIL,ILHÉUS,BA,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,2475,26544,2940
3243,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBIZ,IMPERATRIZ,MA,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,2503,31077,4704
3244,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBIZ,IMPERATRIZ,MA,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,4711,83748,7146
3245,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBJA,JAGUARUNA,SC,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,2845,12831,3630
3246,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBJP,SANTA RITA,PB,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,6953,75372,8188
3247,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBJP,SANTA RITA,PB,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,12398,157680,14176
3248,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,2749,39200,3496
3249,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBJV,JOINVILLE,SC,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,2415,7002,3024
3250,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBLO,LONDRINA,PR,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,7521,24752,8834
3251,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBLO,LONDRINA,PR,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,4108,13740,4890
3252,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMA,MARABÁ,PA,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,3547,35250,5166
3253,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMG,MARINGÁ,PR,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,4389,16950,5148
3254,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,9167,95552,10100
3255,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,626,5708,880
3256,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,3109,14826,4392
3257,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,22389,255360,25612
3258,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,3339,40908,3690
3259,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMQ,MACAPÁ,AP,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,1358,5593,2746
3260,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMQ,MACAPÁ,AP,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4331,54120,4974
3261,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBMQ,MACAPÁ,AP,NORTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,201,0,0
3262,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBNF,NAVEGANTES,SC,SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,2437,25746,3624
3263,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBNF,NAVEGANTES,SC,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,14223,40131,15692
3264,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBNF,NAVEGANTES,SC,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,13287,40572,15436
3265,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,14118,141240,18092
3266,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,39204,200046,44714
3267,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,9252,85120,10640
3268,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,32212,187712,37396
3269,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPJ,PALMAS,TO,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,1686,10574,2920
3270,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPJ,PALMAS,TO,NORTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,5825,64900,7492
3271,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPL,PETROLINA,PE,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,1922,23604,2422
3272,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPS,PORTO SEGURO,BA,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,2774,19866,3952
3273,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPS,PORTO SEGURO,BA,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,16750,101928,19862
3274,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPS,PORTO SEGURO,BA,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,4409,32596,5054
3275,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPV,PORTO VELHO,RO,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4145,57270,4944
3276,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPV,PORTO VELHO,RO,NORTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,1434,14459,3056
3277,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPV,PORTO VELHO,RO,NORTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,274,0,0
3278,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBPV,PORTO VELHO,RO,NORTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,5751,106382,6956
3279,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRB,RIO BRANCO,AC,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,3740,61155,4704
3280,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRB,RIO BRANCO,AC,NORTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,5867,114618,7296
3281,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRF,RECIFE,PE,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,13187,120742,15196
3282,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRF,RECIFE,PE,NORDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,4704,18810,6512
3283,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRF,RECIFE,PE,NORDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,5295,53911,6006
3284,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRF,RECIFE,PE,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,27810,323554,30747
3285,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRF,RECIFE,PE,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,5913,83031,6594
3286,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,21155,166112,25168
3287,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,6218,22500,8400
3288,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,3164,20280,4200
3289,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,22853,61740,25326
3290,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,8563,84000,10500
3291,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,43359,125904,48628
3292,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,7467,89352,10220
3293,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,SBVT,VITÓRIA,ES,SUDESTE,DOMÉSTICA,REGULAR,7090,25140,8436
3294,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBRP,RIBEIRÃO PRETO,SP,SUDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,3166,6358,3800
3295,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,8490,97405,9832
3296,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,3643,9130,4550
3297,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,23081,287000,24962
3298,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,174,2295,176
3299,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,SBSP,SÃO PAULO,SP,SUDESTE,DOMÉSTICA,REGULAR,3448,48804,3648
3300,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSL,SÃO LUÍS,MA,NORDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,7649,91860,10044
3301,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSL,SÃO LUÍS,MA,NORDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,4377,19410,6388
3302,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSL,SÃO LUÍS,MA,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,10575,163170,13126
3303,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSL,SÃO LUÍS,MA,NORDESTE,SBTE,TERESINA,PI,NORDESTE,DOMÉSTICA,REGULAR,307,1268,662
3304,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSN,SANTARÉM,PA,NORTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,4303,50220,5010
3305,TAM,TAM LINHAS AÉREAS S.A.,2021,11,SBSP,SÃO PAULO,SP,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,33165,207536,40316
