id,empresa_sigla,empresa_nome,ano,mes,sigla_aeroporto_origem,nome_aeroporto_origem,uf_aeroporto_origem,regiao_aeroporto_origem,sigla_aeroporto_destino,nome_aeroporto_destino,uf_aeroporto_destino,regiao_aeroporto_destino,natureza,grupo_voo,passageiros_pagos,distancia_km,assentos_total
866,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBGR,GUARULHOS,SP,SUDESTE,SBSL,SÃO LUÍS,MA,NORDESTE,DOMÉSTICA,REGULAR,293,0,0
867,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBGV,GOVERNADOR VALADARES,MG,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,2553,9184,2840
868,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBHT,ALTAMIRA,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,3632,13104,4662
869,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIL,ILHÉUS,BA,NORDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,3049,20972,3351
870,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIL,ILHÉUS,BA,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,2902,34916,3705
871,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIL,ILHÉUS,BA,NORDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,2192,5175,2714
872,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIZ,IMPERATRIZ,MA,NORDESTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,2485,14250,5061
873,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIZ,IMPERATRIZ,MA,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,1453,34992,2124
874,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIZ,IMPERATRIZ,MA,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,903,0,0
875,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBIZ,IMPERATRIZ,MA,NORDESTE,SBSL,SÃO LUÍS,MA,NORDESTE,DOMÉSTICA,REGULAR,2012,10670,3789
876,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJA,JAGUARUNA,SC,SUL,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,2369,15157,2714
877,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJE,CRUZ,CE,NORDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,1938,32300,2132
878,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJE,CRUZ,CE,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,1058,18808,1362
879,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJI,JI-PARANÁ,RO,NORTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,3118,22848,3304
880,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJP,SANTA RITA,PB,NORDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,464,6780,472
881,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJP,SANTA RITA,PB,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,4592,65790,5436
882,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJP,SANTA RITA,PB,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,7415,13407,8572
883,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,3033,47040,4149
884,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,2737,52569,3710
885,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,394,2940,612
886,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBJV,JOINVILLE,SC,SUL,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,4833,31205,5468
887,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKG,CAMPINA GRANDE,PB,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,3763,10010,4872
888,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBAE,AREALVA,SP,SUDESTE,DOMÉSTICA,REGULAR,3772,15400,4904
889,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBAR,ARACAJU,SE,NORDESTE,DOMÉSTICA,REGULAR,3679,49619,4078
890,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBAU,ARAÇATUBA,SP,SUDESTE,DOMÉSTICA,REGULAR,3718,29378,5120
891,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,9171,195129,11824
892,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,15355,140448,23514
893,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCA,CASCAVEL,PR,SUL,DOMÉSTICA,REGULAR,5272,34884,5776
894,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,29032,133233,37752
895,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCG,CAMPO GRANDE,MS,CENTRO-OESTE,DOMÉSTICA,REGULAR,10971,85284,13417
896,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCH,CHAPECÓ,SC,SUL,DOMÉSTICA,REGULAR,7267,41818,8472
897,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCN,CALDAS NOVAS,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,916,7284,1416
898,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCR,CORUMBÁ,MS,CENTRO-OESTE,DOMÉSTICA,REGULAR,926,23600,2360
899,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,20760,69800,26289
900,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCX,CAXIAS DO SUL,RS,SUL,DOMÉSTICA,REGULAR,2615,19950,2950
901,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,16880,159616,22419
902,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBDB,BONITO,MS,CENTRO-OESTE,DOMÉSTICA,REGULAR,650,0,0
903,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBDN,PRESIDENTE PRUDENTE,SP,SUDESTE,DOMÉSTICA,REGULAR,5632,48043,7502
904,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBEG,MANAUS,AM,NORTE,DOMÉSTICA,REGULAR,15701,267240,22427
905,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBFI,FOZ DO IGUAÇU,PR,SUL,DOMÉSTICA,REGULAR,6877,43146,7523
906,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,14033,60794,15362
907,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBFZ,FORTALEZA,CE,NORDESTE,DOMÉSTICA,REGULAR,11019,146790,13247
908,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBGL,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,11978,43382,14121
909,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBGO,GOIÂNIA,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,12918,96460,18333
910,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBIL,ILHÉUS,BA,NORDESTE,DOMÉSTICA,REGULAR,2982,36163,3870
911,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBIZ,IMPERATRIZ,MA,NORDESTE,DOMÉSTICA,REGULAR,1450,34992,2124
912,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBJA,JAGUARUNA,SC,SUL,DOMÉSTICA,REGULAR,2448,15816,2832
913,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBJE,CRUZ,CE,NORDESTE,DOMÉSTICA,REGULAR,1165,18808,1353
914,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBJP,SANTA RITA,PB,NORDESTE,DOMÉSTICA,REGULAR,4754,65790,5398
915,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBJU,JUAZEIRO DO NORTE,CE,NORDESTE,DOMÉSTICA,REGULAR,2516,54516,3884
916,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBJV,JOINVILLE,SC,SUL,DOMÉSTICA,REGULAR,4892,31205,5474
917,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBLO,LONDRINA,PR,SUL,DOMÉSTICA,REGULAR,7229,45621,8793
918,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBMG,MARINGÁ,PR,SUL,DOMÉSTICA,REGULAR,6411,53607,7604
919,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBML,MARÍLIA,SP,SUDESTE,DOMÉSTICA,REGULAR,2481,14749,3380
920,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBMO,RIO LARGO,AL,NORDESTE,DOMÉSTICA,REGULAR,4895,59706,5250
921,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBMQ,MACAPÁ,AP,NORTE,DOMÉSTICA,REGULAR,529,0,0
922,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBNF,NAVEGANTES,SC,SUL,DOMÉSTICA,REGULAR,10760,50270,13287
923,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,33824,216752,36512
924,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBPB,PARNAÍBA,PI,NORDESTE,DOMÉSTICA,REGULAR,1019,9244,678
925,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBPJ,PALMAS,TO,NORTE,DOMÉSTICA,REGULAR,2591,32660,3059
926,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBPL,PETROLINA,PE,NORDESTE,DOMÉSTICA,REGULAR,2102,38410,3038
927,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBPS,PORTO SEGURO,BA,NORDESTE,DOMÉSTICA,REGULAR,4334,36795,4836
928,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBPV,PORTO VELHO,RO,NORTE,DOMÉSTICA,REGULAR,4209,64584,4599
929,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBRD,RONDONÓPOLIS,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,1812,22407,2284
930,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,24914,237978,28227
931,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,22823,98087,28884
932,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBRP,RIBEIRÃO PRETO,SP,SUDESTE,DOMÉSTICA,REGULAR,6839,23980,7624
933,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,DOMÉSTICA,REGULAR,5176,73440,5490
934,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBSI,SINOP,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,2108,24416,2700
935,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBSL,SÃO LUÍS,MA,NORDESTE,DOMÉSTICA,REGULAR,2413,59592,3338
936,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBSR,SÃO JOSÉ DO RIO PRETO,SP,SUDESTE,DOMÉSTICA,REGULAR,6375,36842,7700
937,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBSV,SALVADOR,BA,NORDESTE,DOMÉSTICA,REGULAR,15661,180792,20487
938,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBTE,TERESINA,PI,NORDESTE,DOMÉSTICA,REGULAR,6813,110592,9179
939,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBTG,TRÊS LAGOAS,MS,CENTRO-OESTE,DOMÉSTICA,REGULAR,1428,14896,1938
940,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBUL,UBERLÂNDIA,MG,SUDESTE,DOMÉSTICA,REGULAR,6493,51448,7550
941,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBUR,UBERABA,MG,SUDESTE,DOMÉSTICA,REGULAR,626,4452,832
942,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBVT,VITÓRIA,ES,SUDESTE,DOMÉSTICA,REGULAR,14056,120276,18081
943,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SBZM,GOIANÁ,MG,SUDESTE,DOMÉSTICA,REGULAR,2534,20240,3242
944,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBKP,CAMPINAS,SP,SUDESTE,SWLC,RIO VERDE,GO,CENTRO-OESTE,DOMÉSTICA,REGULAR,1324,16077,1604
945,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBLO,LONDRINA,PR,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,4699,29610,6510
946,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBLO,LONDRINA,PR,SUL,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,7048,44799,8609
947,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBLO,LONDRINA,PR,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,694,8151,770
948,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMA,MARABÁ,PA,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,4107,20654,7326
949,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMA,MARABÁ,PA,NORTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,2646,36982,3344
950,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBME,MACAÉ,RJ,SUDESTE,SBCP,CAMPOS DOS GOYTACAZES,RJ,SUDESTE,DOMÉSTICA,REGULAR,2,1530,1260
951,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBME,MACAÉ,RJ,SUDESTE,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,675,3140,1400
952,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMG,MARINGÁ,PR,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,2578,16882,3188
953,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMG,MARINGÁ,PR,SUL,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,6589,54108,7672
954,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMG,MARINGÁ,PR,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,750,8748,840
955,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMK,MONTES CLAROS,MG,SUDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,5184,31525,6846
956,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMK,MONTES CLAROS,MG,SUDESTE,SBUR,UBERABA,MG,SUDESTE,DOMÉSTICA,REGULAR,13,554,68
957,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBML,MARÍLIA,SP,SUDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,2613,15351,3516
958,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,468,5708,472
959,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBCY,VÁRZEA GRANDE,MT,CENTRO-OESTE,DOMÉSTICA,REGULAR,434,9228,687
960,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBDN,PRESIDENTE PRUDENTE,SP,SUDESTE,DOMÉSTICA,REGULAR,628,8728,696
961,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,4910,59706,5371
962,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,488,11128,575
963,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,7020,20453,7880
964,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBRJ,RIO DE JANEIRO,RJ,SUDESTE,DOMÉSTICA,REGULAR,574,6736,696
965,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBRP,RIBEIRÃO PRETO,SP,SUDESTE,DOMÉSTICA,REGULAR,1326,14568,1392
966,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBSR,SÃO JOSÉ DO RIO PRETO,SP,SUDESTE,DOMÉSTICA,REGULAR,1038,15400,1392
967,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMO,RIO LARGO,AL,NORDESTE,SBUL,UBERLÂNDIA,MG,SUDESTE,DOMÉSTICA,REGULAR,661,6784,696
968,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMQ,MACAPÁ,AP,NORTE,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,6805,17766,10419
969,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMQ,MACAPÁ,AP,NORTE,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,717,0,0
970,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMS,MOSSORÓ,RN,NORDESTE,SBAC,ARACATI,CE,NORDESTE,DOMÉSTICA,REGULAR,3,1105,902
971,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMS,MOSSORÓ,RN,NORDESTE,SBRF,RECIFE,PE,NORDESTE,DOMÉSTICA,REGULAR,1288,6345,1044
972,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBMS,MOSSORÓ,RN,NORDESTE,SBSG,SÃO GONÇALO DO AMARANTE,RN,NORDESTE,DOMÉSTICA,REGULAR,303,2760,836
973,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBNF,NAVEGANTES,SC,SUL,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,10425,50270,13287
974,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBNF,NAVEGANTES,SC,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,3337,19975,5705
975,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBNM,SANTO ÂNGELO,RS,SUL,SBPA,PORTO ALEGRE,RS,SUL,DOMÉSTICA,REGULAR,1247,7308,1470
976,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBBE,BELÉM,PA,NORTE,DOMÉSTICA,REGULAR,140,0,0
977,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBBR,BRASÍLIA,DF,CENTRO-OESTE,DOMÉSTICA,REGULAR,137,0,0
978,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBCF,CONFINS,MG,SUDESTE,DOMÉSTICA,REGULAR,3354,32688,3918
979,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBCH,CHAPECÓ,SC,SUL,DOMÉSTICA,REGULAR,102,0,0
980,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBCT,SÃO JOSÉ DOS PINHAIS,PR,SUL,DOMÉSTICA,REGULAR,15030,72624,17562
981,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBFI,FOZ DO IGUAÇU,PR,SUL,DOMÉSTICA,REGULAR,2584,14088,2832
982,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBFL,FLORIANÓPOLIS,SC,SUL,DOMÉSTICA,REGULAR,7114,26862,8788
983,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBGR,GUARULHOS,SP,SUDESTE,DOMÉSTICA,REGULAR,16071,116044,18691
984,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBKP,CAMPINAS,SP,SUDESTE,DOMÉSTICA,REGULAR,34085,214130,36271
985,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBLO,LONDRINA,PR,SUL,DOMÉSTICA,REGULAR,681,8892,840
986,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBMG,MARINGÁ,PR,SUL,DOMÉSTICA,REGULAR,714,8748,840
987,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBMO,RIO LARGO,AL,NORDESTE,DOMÉSTICA,REGULAR,564,11128,696
988,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBNF,NAVEGANTES,SC,SUL,DOMÉSTICA,REGULAR,3337,19975,5705
989,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBNM,SANTO ÂNGELO,RS,SUL,DOMÉSTICA,REGULAR,1108,7308,1470
990,AZU,AZUL LINHAS AÉREAS BRASILEIRAS S/A,2021,11,SBPA,PORTO ALEGRE,RS,SUL,SBPK,PELOTAS,RS,SUL,DOMÉSTICA,REGULAR,1541,6188,1960
