EMPRESA_SIGLA;EMPRESA_NOME;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;DISTANCIA_VOADA_KM;ASSENTOS
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBBV;BOA VISTA;RR;NORTE;DOMÉSTICA;REGULAR;1371;20118;1708
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;9181;118959;10710
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBCJ;PARAUAPEBAS;PA;NORTE;DOMÉSTICA;REGULAR;1423;12696;2714
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBEG;MANAUS;AM;NORTE;DOMÉSTICA;REGULAR;5797;74043;8157
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBFZ;FORTALEZA;CE;NORDESTE;DOMÉSTICA;REGULAR;7147;87472;9084
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;7522;130433;9099
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBHT;ALTAMIRA;PA;NORTE;DOMÉSTICA;REGULAR;3721;13572;4824
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBIZ;IMPERATRIZ;MA;NORDESTE;DOMÉSTICA;REGULAR;3101;14250;5061
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;9008;142131;11421
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBMA;MARABÁ;PA;NORTE;DOMÉSTICA;REGULAR;4739;21103;7509
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBMQ;MACAPÁ;AP;NORTE;DOMÉSTICA;REGULAR;6513;17108;9991
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBPV;PORTO VELHO;RO;NORTE;DOMÉSTICA;REGULAR;442;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;7548;95646;9702
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBSL;SÃO LUÍS;MA;NORDESTE;DOMÉSTICA;REGULAR;4298;25480;8379
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBE;BELÉM;PA;NORTE;SBSN;SANTARÉM;PA;NORTE;DOMÉSTICA;REGULAR;9510;57510;12401
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBR;BRASÍLIA;DF;CENTRO-OESTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;11679;88059;18973
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBR;BRASÍLIA;DF;CENTRO-OESTE;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;4475;46534;6254
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBR;BRASÍLIA;DF;CENTRO-OESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;4;914;118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBR;BRASÍLIA;DF;CENTRO-OESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;15034;138852;23242
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBR;BRASÍLIA;DF;CENTRO-OESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;9724;125704;13032
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBR;BRASÍLIA;DF;CENTRO-OESTE;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;12242;90016;16635
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBV;BOA VISTA;RR;NORTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;1581;20118;1708
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBBV;BOA VISTA;RR;NORTE;SBEG;MANAUS;AM;NORTE;DOMÉSTICA;REGULAR;3229;19082;3422
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCA;CASCAVEL;PR;SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;DOMÉSTICA;REGULAR;1569;10975;1736
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCA;CASCAVEL;PR;SUL;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;5322;34884;5776
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCB;CABO FRIO;RJ;SUDESTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;1282;9152;1620
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;7622;118959;9678
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBBH;BELO HORIZONTE;MG;SUDESTE;DOMÉSTICA;REGULAR;;25;68
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;12542;89241;19140
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBCB;CABO FRIO;RJ;SUDESTE;DOMÉSTICA;REGULAR;1225;9152;1622
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBCJ;PARAUAPEBAS;PA;NORTE;DOMÉSTICA;REGULAR;2616;45836;3304
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;DOMÉSTICA;REGULAR;2834;22842;3298
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;3200;40800;3652
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBFL;FLORIANÓPOLIS;SC;SUL;DOMÉSTICA;REGULAR;2662;24216;2832
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBFZ;FORTALEZA;CE;NORDESTE;DOMÉSTICA;REGULAR;3787;52024;4673
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;239;1086;354
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBGO;GOIÂNIA;GO;CENTRO-OESTE;DOMÉSTICA;REGULAR;8499;54995;10084
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;13891;52080;16782
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBGV;GOVERNADOR VALADARES;MG;SUDESTE;DOMÉSTICA;REGULAR;2541;9408;2908
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBIL;ILHÉUS;BA;NORDESTE;DOMÉSTICA;REGULAR;2990;20223;3186
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBJE;CRUZ;CE;NORDESTE;DOMÉSTICA;REGULAR;1936;32300;2132
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBJP;SANTA RITA;PB;NORDESTE;DOMÉSTICA;REGULAR;468;6780;472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;29491;133233;39074
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBMA;MARABÁ;PA;NORTE;DOMÉSTICA;REGULAR;1960;38663;3462
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBMK;MONTES CLAROS;MG;SUDESTE;DOMÉSTICA;REGULAR;5164;31850;6914
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBMO;RIO LARGO;AL;NORDESTE;DOMÉSTICA;REGULAR;462;5708;472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBPA;PORTO ALEGRE;RS;SUL;DOMÉSTICA;REGULAR;3912;36774;4410
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBPS;PORTO SEGURO;BA;NORDESTE;DOMÉSTICA;REGULAR;4388;25707;4806
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;16703;183312;18245
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;14871;59250;18859
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;DOMÉSTICA;REGULAR;1702;12068;1944
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;DOMÉSTICA;REGULAR;462;7200;472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBSL;SÃO LUÍS;MA;NORDESTE;DOMÉSTICA;REGULAR;6152;102330;9166
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBSP;SÃO PAULO;SP;SUDESTE;DOMÉSTICA;REGULAR;16574;79648;19326
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;DOMÉSTICA;REGULAR;1196;13386;1594
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;14713;107520;17449
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBTC;UNA;BA;NORDESTE;DOMÉSTICA;REGULAR;240;2840;472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBUL;UBERLÂNDIA;MG;SUDESTE;DOMÉSTICA;REGULAR;7545;58112;9764
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBUR;UBERABA;MG;SUDESTE;DOMÉSTICA;REGULAR;2722;21318;3518
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;DOMÉSTICA;REGULAR;2002;14191;2714
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SBVT;VITÓRIA;ES;SUDESTE;DOMÉSTICA;REGULAR;13690;58016;18509
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SNBR;BARREIRAS;BA;NORDESTE;DOMÉSTICA;REGULAR;1353;19458;1600
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SNGI;GUANAMBI;BA;NORDESTE;DOMÉSTICA;REGULAR;955;12320;1392
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCF;CONFINS;MG;SUDESTE;SNTF;TEIXEIRA DE FREITAS;BA;NORDESTE;DOMÉSTICA;REGULAR;1075;10710;1462
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;DOMÉSTICA;REGULAR;3146;18285;3912
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;3470;26736;5720
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;;907;136
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;10755;82800;12989
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCH;CHAPECÓ;SC;SUL;SBFL;FLORIANÓPOLIS;SC;SUL;DOMÉSTICA;REGULAR;5085;20910;7099
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCH;CHAPECÓ;SC;SUL;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;6714;41097;8307
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCH;CHAPECÓ;SC;SUL;SBPA;PORTO ALEGRE;RS;SUL;DOMÉSTICA;REGULAR;75;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCJ;PARAUAPEBAS;PA;NORTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;1553;12696;2714
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCJ;PARAUAPEBAS;PA;NORTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;1966;44199;3186
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCJ;PARAUAPEBAS;PA;NORTE;SBSL;SÃO LUÍS;MA;NORDESTE;DOMÉSTICA;REGULAR;1;750;118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCN;CALDAS NOVAS;GO;CENTRO-OESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;964;7284;1416
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCP;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;SBME;MACAÉ;RJ;SUDESTE;DOMÉSTICA;REGULAR;1;1700;1400
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCP;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;1176;4427;1330
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCR;CORUMBÁ;MS;CENTRO-OESTE;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;DOMÉSTICA;REGULAR;56;353;118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCR;CORUMBÁ;MS;CENTRO-OESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;843;;
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBCA;CASCAVEL;PR;SUL;DOMÉSTICA;REGULAR;1491;10975;1736
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;2680;21150;3080
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;DOMÉSTICA;REGULAR;2555;17490;3729
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;5237;68328;6136
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;DOMÉSTICA;REGULAR;51;437;70
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;DOMÉSTICA;REGULAR;5374;25584;5664
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBFL;FLORIANÓPOLIS;SC;SUL;DOMÉSTICA;REGULAR;85;246;118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;119;673;174
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;8593;32310;10732
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;20087;69800;26298
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBLO;LONDRINA;PR;SUL;DOMÉSTICA;REGULAR;4859;30240;6656
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBMG;MARINGÁ;PR;SUL;DOMÉSTICA;REGULAR;2638;16515;3114
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBPA;PORTO ALEGRE;RS;SUL;DOMÉSTICA;REGULAR;14930;72090;17444
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;13055;63544;16023
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBVT;VITÓRIA;ES;SUDESTE;DOMÉSTICA;REGULAR;6;1083;118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCX;CAXIAS DO SUL;RS;SUL;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;2481;19152;2832
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCX;CAXIAS DO SUL;RS;SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;DOMÉSTICA;REGULAR;9;960;118
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;2666;18004;3304
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;4361;44778;6018
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;3255;40800;3596
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;DOMÉSTICA;REGULAR;3405;25065;5310
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;DOMÉSTICA;REGULAR;5208;69642;6136
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBGO;GOIÂNIA;GO;CENTRO-OESTE;DOMÉSTICA;REGULAR;4178;38740;6136
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;7315;67830;8746
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBJI;JI-PARANÁ;RO;NORTE;DOMÉSTICA;REGULAR;2998;22848;3304
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;17649;158369;22146
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBMO;RIO LARGO;AL;NORDESTE;DOMÉSTICA;REGULAR;545;9228;696
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBPV;PORTO VELHO;RO;NORTE;DOMÉSTICA;REGULAR;4327;53815;8250
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;1670;26961;1893
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;3091;39500;4179
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBSI;SINOP;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;4507;19881;6840
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBSO;SORRISO;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;2165;8925;2950
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBVH;VILHENA;RO;NORTE;DOMÉSTICA;REGULAR;2790;15120;3304
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBDB;BONITO;MS;CENTRO-OESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;759;18601;2242
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;5771;47594;7366
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;SBMO;RIO LARGO;AL;NORDESTE;DOMÉSTICA;REGULAR;539;8728;696
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;SBPS;PORTO SEGURO;BA;NORDESTE;DOMÉSTICA;REGULAR;450;5772;472
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;5813;71445;7889
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBBV;BOA VISTA;RR;NORTE;DOMÉSTICA;REGULAR;2996;18424;3304
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;17828;324880;22727
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBPV;PORTO VELHO;RO;NORTE;DOMÉSTICA;REGULAR;5158;39572;8628
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;3312;62414;3792
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBSN;SANTARÉM;PA;NORTE;DOMÉSTICA;REGULAR;1786;15903;3186
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBTF;TEFÉ;AM;NORTE;DOMÉSTICA;REGULAR;1367;6760;1534
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;2021;11;SBEG;MANAUS;AM;NORTE;SBTT;TABATINGA;AM;NORTE;DOMÉSTICA;REGULAR;3068;30940;3304
