EMPRESA_SIGLA;EMPRESA_NOME;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;DISTANCIA_VOADA_KM;ASSENTOS
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;16626;38772;19132
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBSP;SÃO PAULO;SP;SUDESTE;DOMÉSTICA;REGULAR;14413;33762;16620
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;161;1806;186
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCX;CAXIAS DO SUL;RS;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;2687;19056;3480
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;4024;22828;4800
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;11188;99750;13732
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCZ;CRUZEIRO DO SUL;AC;NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;1071;;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBCZ;CRUZEIRO DO SUL;AC;NORTE;SBRB;RIO BRANCO;AC;NORTE;DOMÉSTICA;REGULAR;830;10064;3132
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;3471;38970;5580
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;8410;116940;11094
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBBV;BOA VISTA;RR;NORTE;DOMÉSTICA;REGULAR;1183;7896;2232
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBFZ;FORTALEZA;CE;NORDESTE;DOMÉSTICA;REGULAR;6426;90820;7068
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;3835;67425;4650
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBPV;PORTO VELHO;RO;NORTE;DOMÉSTICA;REGULAR;1777;9132;2232
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBRB;RIO BRANCO;AC;NORTE;DOMÉSTICA;REGULAR;1593;14976;2418
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBEG;MANAUS;AM;NORTE;SBSN;SANTARÉM;PA;NORTE;DOMÉSTICA;REGULAR;1593;10013;3144
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFI;FOZ DO IGUAÇU;PR;SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;1762;15340;2226
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFI;FOZ DO IGUAÇU;PR;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;8207;49855;10605
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFL;FLORIANÓPOLIS;SC;SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;3975;35478;4824
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFL;FLORIANÓPOLIS;SC;SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;7642;41745;9342
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFL;FLORIANÓPOLIS;SC;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;14708;60255;19438
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFL;FLORIANÓPOLIS;SC;SUL;SBSP;SÃO PAULO;SP;SUDESTE;DOMÉSTICA;REGULAR;15547;51240;19146
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;3374;17019;4316
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;4093;37488;6138
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;9651;101520;11046
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBEG;MANAUS;AM;NORTE;DOMÉSTICA;REGULAR;5983;90820;7000
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;12578;171983;14094
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;15041;208883;16341
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;3874;18810;4620
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBSL;SÃO LUÍS;MA;NORDESTE;DOMÉSTICA;REGULAR;3298;17469;4110
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBSP;SÃO PAULO;SP;SUDESTE;DOMÉSTICA;REGULAR;5272;73563;5718
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBFZ;FORTALEZA;CE;NORDESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;8581;51816;9486
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBAR;ARACAJU;SE;NORDESTE;DOMÉSTICA;REGULAR;3011;33787;3540
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;4418;28334;5423
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;5558;17738;7943
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;DOMÉSTICA;REGULAR;5603;28266;6708
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBFI;FOZ DO IGUAÇU;PR;SUL;DOMÉSTICA;REGULAR;1823;15340;2226
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBFL;FLORIANÓPOLIS;SC;SUL;DOMÉSTICA;REGULAR;7640;41745;9186
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBFZ;FORTALEZA;CE;NORDESTE;DOMÉSTICA;REGULAR;12753;171983;14046
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBGO;GOIÂNIA;GO;CENTRO-OESTE;DOMÉSTICA;REGULAR;1871;13920;2454
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;13415;30330;16380
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBJP;SANTA RITA;PB;NORDESTE;DOMÉSTICA;REGULAR;3882;48875;4422
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBKP;CAMPINAS;SP;SUDESTE;DOMÉSTICA;REGULAR;4928;15522;6180
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBMO;RIO LARGO;AL;NORDESTE;DOMÉSTICA;REGULAR;3943;38617;4182
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBNF;NAVEGANTES;SC;SUL;DOMÉSTICA;REGULAR;6988;34692;8250
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBPA;PORTO ALEGRE;RS;SUL;DOMÉSTICA;REGULAR;11708;85272;13541
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBPS;PORTO SEGURO;BA;NORDESTE;DOMÉSTICA;REGULAR;91;832;186
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;7833;104104;8880
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;DOMÉSTICA;REGULAR;2772;35275;3096
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGL;RIO DE JANEIRO;RJ;SUDESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;11416;96222;13279
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGO;GOIÂNIA;GO;CENTRO-OESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;4649;4890;5418
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGO;GOIÂNIA;GO;CENTRO-OESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;1955;14848;2640
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGO;GOIÂNIA;GO;CENTRO-OESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;13112;72001;16469
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGO;GOIÂNIA;GO;CENTRO-OESTE;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;16;;
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGO;GOIÂNIA;GO;CENTRO-OESTE;SBSP;SÃO PAULO;SP;SUDESTE;DOMÉSTICA;REGULAR;11986;64938;14454
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGO;GOIÂNIA;GO;CENTRO-OESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;4693;36018;5298
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBAR;ARACAJU;SE;NORDESTE;DOMÉSTICA;REGULAR;9323;97185;10564
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBBE;BELÉM;PA;NORTE;DOMÉSTICA;REGULAR;3816;59064;4464
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;20384;124830;25914
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCA;CASCAVEL;PR;SUL;DOMÉSTICA;REGULAR;3154;20552;3912
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCF;CONFINS;MG;SUDESTE;DOMÉSTICA;REGULAR;15474;57040;19840
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;DOMÉSTICA;REGULAR;11990;75281;15191
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCH;CHAPECÓ;SC;SUL;DOMÉSTICA;REGULAR;7573;41030;9268
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCN;CALDAS NOVAS;GO;CENTRO-OESTE;DOMÉSTICA;REGULAR;1396;11441;2634
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;DOMÉSTICA;REGULAR;16334;39490;19493
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCX;CAXIAS DO SUL;RS;SUL;DOMÉSTICA;REGULAR;2708;18262;3318
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;10418;98420;13594
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBEG;MANAUS;AM;NORTE;DOMÉSTICA;REGULAR;3325;64728;4464
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBFI;FOZ DO IGUAÇU;PR;SUL;DOMÉSTICA;REGULAR;8490;49855;10542
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBFL;FLORIANÓPOLIS;SC;SUL;DOMÉSTICA;REGULAR;15614;60255;19593
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBFZ;FORTALEZA;CE;NORDESTE;DOMÉSTICA;REGULAR;14548;208883;16403
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;12640;30330;15852
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBGO;GOIÂNIA;GO;CENTRO-OESTE;DOMÉSTICA;REGULAR;12916;72001;16439
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBIL;ILHÉUS;BA;NORDESTE;DOMÉSTICA;REGULAR;4805;35844;5250
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBJE;CRUZ;CE;NORDESTE;DOMÉSTICA;REGULAR;2882;40392;3162
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBJP;SANTA RITA;PB;NORDESTE;DOMÉSTICA;REGULAR;4339;59130;4956
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;DOMÉSTICA;REGULAR;8617;101920;9624
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBKG;CAMPINA GRANDE;PB;NORDESTE;DOMÉSTICA;REGULAR;1904;36091;2346
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBLO;LONDRINA;PR;SUL;DOMÉSTICA;REGULAR;2771;11900;3546
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBMG;MARINGÁ;PR;SUL;DOMÉSTICA;REGULAR;7549;33335;9382
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBMK;MONTES CLAROS;MG;SUDESTE;DOMÉSTICA;REGULAR;2306;18354;3174
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBMO;RIO LARGO;AL;NORDESTE;DOMÉSTICA;REGULAR;12997;144000;13950
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBNF;NAVEGANTES;SC;SUL;DOMÉSTICA;REGULAR;11759;37926;15660
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBPA;PORTO ALEGRE;RS;SUL;DOMÉSTICA;REGULAR;19623;104786;22248
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBPL;PETROLINA;PE;NORDESTE;DOMÉSTICA;REGULAR;6777;79242;8518
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBPS;PORTO SEGURO;BA;NORDESTE;DOMÉSTICA;REGULAR;10556;70144;11904
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBRF;RECIFE;PE;NORDESTE;DOMÉSTICA;REGULAR;15184;186989;16554
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;15594;38759;17682
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;DOMÉSTICA;REGULAR;10459;142352;11484
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBSI;SINOP;MT;CENTRO-OESTE;DOMÉSTICA;REGULAR;2210;32100;2760
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBSL;SÃO LUÍS;MA;NORDESTE;DOMÉSTICA;REGULAR;347;4662;372
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;18324;174240;22043
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBTE;TERESINA;PI;NORDESTE;DOMÉSTICA;REGULAR;1732;20800;1860
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBUL;UBERLÂNDIA;MG;SUDESTE;DOMÉSTICA;REGULAR;3434;17216;4746
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBVC;VITÓRIA DA CONQUISTA;BA;NORDESTE;DOMÉSTICA;REGULAR;5207;45633;6005
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBGR;GUARULHOS;SP;SUDESTE;SBVT;VITÓRIA;ES;SUDESTE;DOMÉSTICA;REGULAR;12552;62780;14940
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBIL;ILHÉUS;BA;NORDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;4410;37080;4921
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBJE;CRUZ;CE;NORDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;2905;42768;3348
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBJP;SANTA RITA;PB;NORDESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;4743;49677;5236
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBJP;SANTA RITA;PB;NORDESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;3812;48875;4422
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBJP;SANTA RITA;PB;NORDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;4438;56940;4770
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBJP;SANTA RITA;PB;NORDESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;2524;14041;3498
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;8829;101920;9624
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBKG;CAMPINA GRANDE;PB;NORDESTE;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;1665;33968;2048
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBKP;CAMPINAS;SP;SUDESTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;3373;23142;4416
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBKP;CAMPINAS;SP;SUDESTE;SBGL;RIO DE JANEIRO;RJ;SUDESTE;DOMÉSTICA;REGULAR;4861;15124;6071
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBKP;CAMPINAS;SP;SUDESTE;SBSV;SALVADOR;BA;NORDESTE;DOMÉSTICA;REGULAR;3830;45198;4980
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBLO;LONDRINA;PR;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;2863;11900;3512
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBMA;MARABÁ;PA;NORTE;SBBR;BRASÍLIA;DF;CENTRO-OESTE;DOMÉSTICA;REGULAR;2130;19975;3030
GLO;GOL LINHAS AÉREAS S.A. (EX- VRG LINHAS AÉREAS S.A.);2021;10;SBMG;MARINGÁ;PR;SUL;SBGR;GUARULHOS;SP;SUDESTE;DOMÉSTICA;REGULAR;7438;33335;9382
